,epoch,acc,loss,lr,val_acc,val_loss
0,0,0.8475888324873097,74.53370186278056,0.0001,0.8020304561266439,74.44146950813719
1,1,0.8362944162436549,74.19613150194817,0.0001,0.8355329946818085,74.01824493408203
2,2,0.8544416243654822,73.80185609614182,0.0001,0.8426395936665801,73.63054751478477
3,3,0.8550761421319797,73.44963328559992,0.0001,0.7979695438733561,73.44346354528128
4,4,0.8590101522842639,73.0974460117708,0.0001,0.8487309637408571,72.93032710661137
5,5,0.8630710659898477,72.7343707709143,0.0001,0.8436548226375871,72.60879973590676
6,6,0.8539340101522843,72.40985877332349,0.0001,0.8710659896661788,72.17757261634479
7,7,0.8703045685279188,72.03642935970713,0.0001,0.8548223343597451,71.88242979098092
8,8,0.8728426395939086,71.68926534894759,0.0001,0.8715736043634753,71.49156855859125
9,9,0.8776649746192894,71.33418349832448,0.0001,0.8736040602480699,71.15879367111903
10,10,0.8734771573604061,71.01480664093481,0.0001,0.8741116744612679,70.80792192952887
11,11,0.8798223350253808,70.65385201546141,0.0001,0.8837563445120293,70.4605144675008
12,12,0.8823604060913706,70.31516427751725,0.0001,0.8878172587017117,70.13964039758983
13,13,0.8767766497461928,69.9961598817467,0.0001,0.8624365485259119,69.85237203685159
14,14,0.8813451776649747,69.66712552762878,0.0001,0.8827411166302443,69.47162671549066
15,15,0.8828680203045686,69.3284122447677,0.0001,0.8822335023565341,69.16368002334828
16,16,0.8822335025380711,69.00226827708597,0.0001,0.890355329283603,68.81453309809496
17,17,0.8941624365482234,68.65075334268172,0.0001,0.8664974612027858,68.54914467903563
18,18,0.8946700507614214,68.33808987999929,0.0001,0.8817258876592374,68.18699385744667
19,19,0.8931472081218275,68.01712443550225,0.0001,0.9000000003630739,67.8337934000238
20,20,0.8980964467005076,67.69535572807196,0.0001,0.8558375627256287,67.62726848621661
21,21,0.8936548223350254,67.38096076461868,0.0001,0.8284263952129384,67.42539944721358
22,22,0.8984771573604061,67.06692066483086,0.0001,0.8776649739536537,66.9326260406959
23,23,0.8954314720812183,66.75667094893868,0.0001,0.9050761420109549,66.56845502514524
24,24,0.901522842639594,66.42764403057582,0.0001,0.8888324876727186,66.29224580096714
25,25,0.9059644670050762,66.12152942328284,0.0001,0.8898477150704049,65.99117247295864
26,26,0.9053299492385788,65.81041691968889,0.0001,0.8873096450331247,65.67619907747066
27,27,0.9078680203045684,65.49758316272407,0.0001,0.8670050759605951,65.44248862484386
28,28,0.9064720812182742,65.20251852122661,0.0001,0.9035532998554596,65.04862667800207
29,29,0.9057106598984772,64.89849498768143,0.0001,0.8999999993343644,64.76417697190028
30,30,0.9101522842639594,64.59580182690307,0.0001,0.889340100857207,64.47186929925444
31,31,0.9138324873096448,64.29558058608002,0.0001,0.8989847714525794,64.16774838830007
32,32,0.918020304568528,63.985623300620134,0.0001,0.8893401018254042,63.9246988906473
33,33,0.9058375634517768,63.72661419398894,0.0001,0.8416243652401841,63.77225003702386
34,34,0.9082487309644671,63.4221524040106,0.0001,0.8969543150838861,63.284786813029186
35,35,0.9086294416243654,63.13155877360232,0.0001,0.8934010145627908,63.00598142594856
36,36,0.9133248730964468,62.82883356936692,0.0001,0.8507614210777477,62.863536819225644
37,37,0.908502538071066,62.55615274652007,0.0001,0.9065989846505488,62.39196300603412
38,38,0.916751269035533,62.254201921956785,0.0001,0.8807106592328415,62.17662729563447
39,39,0.9220812182741116,61.962534614989,0.0001,0.8898477155545036,61.874403497531326
40,40,0.9200507614213198,61.68589412088927,0.0001,0.8999999993343644,61.566790206057156
41,41,0.9233502538071066,61.386826119205075,0.0001,0.8959390866574902,61.296087723940154
42,42,0.916497461928934,61.13067573121357,0.0001,0.8918781729519064,61.0399471650874
43,43,0.9201776649746192,60.838588253737704,0.0001,0.8959390861128792,60.75287831107977
44,44,0.9238578680203046,60.549407687889136,0.0001,0.9045685282818556,60.4566368219211
45,45,0.9281725888324872,60.27783249598469,0.0001,0.9045685277977572,60.19651689868288
46,46,0.9210659898477156,60.01909642485798,0.0001,0.8878172592463227,59.970754183851525
47,47,0.922969543147208,59.74767291461151,0.0001,0.911167512085232,59.61549241893788
48,48,0.9303299492385788,59.45890646610164,0.0001,0.92131979683329,59.33844583191848
49,49,0.9289340101522844,59.1951658026216,0.0001,0.9121827415403376,59.082114321326245
50,50,0.9258883248730964,58.93189809963788,0.0001,0.9000000003630739,58.8442608828472
51,51,0.9243654822335026,58.67491524013771,0.0001,0.9192893394963996,58.554570499168435
52,52,0.9302030456852792,58.3940684129744,0.0001,0.921827411591099,58.28192917877042
53,53,0.9338832487309644,58.12687721446081,0.0001,0.8979695424815725,58.08095752309421
54,54,0.932233502538071,57.8652610972448,0.0001,0.8939086287759888,57.83392640709271
55,55,0.9288071065989848,57.61576088067844,0.0001,0.9065989846505488,57.520677796959276
56,56,0.9310913705583757,57.35415182355697,0.0001,0.9223350247755874,57.23710631162382
57,57,0.9359137055837564,57.090634507697246,0.0001,0.9137055841194192,57.0133923758105
58,58,0.940989847715736,53.41389961823594,0.0001,0.9116751267825286,53.34024158613331
59,59,0.9423857868020304,53.17536925882253,0.0001,0.9121827404511156,53.12779112685151
60,60,0.935532994923858,52.96083911179286,0.0001,0.9253807105388738,52.866160866209704
61,61,0.9431472081218274,52.71474939336632,0.0001,0.8395939089320033,52.83759425594117
62,62,0.9333756345177664,52.50594123414325,0.0001,0.8994923860893637,52.49096695565935
63,63,0.9451776649746192,52.25067628966976,0.0001,0.9203045679227956,52.184036967476
64,64,0.9473350253807108,52.0229171288195,0.0001,0.8736040602480699,52.122533467094314
65,65,0.9437817258883248,51.79928980793446,0.0001,0.9223350247755874,51.735538366482345
66,66,0.9442893401015228,51.569839028295526,0.0001,0.9294416242444576,51.491721862947884
67,67,0.9467005076142132,51.34003704477688,0.0001,0.9015228424580568,51.33172478070719
68,68,0.9449238578680204,51.125318924182565,0.0001,0.8888324871281077,51.14968686563714
69,69,0.9474619289340102,50.908583084338815,0.0001,0.9192893404645968,50.851317716492005
70,70,0.9450507614213198,50.68448336063908,0.0001,0.9131979688775116,50.65860781597002
71,71,0.9487309644670052,50.455717867159,0.0001,0.9319796948263488,50.385583221125714
72,72,0.9449238578680204,50.24772233914603,0.0001,0.8954314718996813,50.27549287437788
73,73,0.9411167512690356,50.04958721102796,0.0001,0.929949238518168,49.97077719596437
74,74,0.9468274111675128,49.81262186505468,0.0001,0.9294416237603588,49.737865273722534
75,75,0.9501269035532997,49.59239368341901,0.0001,0.9253807105388738,49.5392941276434
76,76,0.9445431472081218,49.394981283584826,0.0001,0.9131979693616102,49.36353609114129
77,77,0.9482233502538072,49.1725459800759,0.0001,0.9081218272901428,49.161375853252885
78,78,0.9508883248730964,48.96049191624985,0.0001,0.9106598978115216,48.947894879646114
79,79,0.9474619289340102,48.753090311428004,0.0001,0.9121827409957266,48.72289501519373
80,80,0.9453045685279188,48.54548356884022,0.0001,0.9329949237973556,48.49098647064364
81,81,0.9501269035532997,48.333089528350065,0.0001,0.913705583574808,48.32623781310726
82,82,0.9474619289340102,48.134000121760494,0.0001,0.8934010151074018,48.16095404455504
83,83,0.9473350253807108,47.932516758332994,0.0001,0.9304568526708537,47.860667132847205
84,84,0.9545685279187818,47.711990251879996,0.0001,0.9284263958180616,47.66765001945689
85,85,0.9534263959390864,47.510819364441225,0.0001,0.9223350247755874,47.47438620940078
86,86,0.9464467005076144,47.322362417618024,0.0001,0.9035532993713612,47.32559854730132
87,87,0.9529187817258884,47.10756364231787,0.0001,0.9299492384576556,47.072443080069455
88,88,0.9458121827411168,46.920700642542194,0.0001,0.9324873090395468,46.85447938405922
89,89,0.9496192893401016,46.72224854987286,0.0001,0.9355329943187346,46.661982816124926
90,90,0.9516497461928934,46.52034199128902,0.0001,0.9289340105153584,46.48222890166462
91,91,0.95,46.32601515097061,0.0001,0.9269035526943692,46.296846360724594
92,92,0.950253807106599,46.129009909073105,0.0001,0.928934010091772,46.08360735510811
93,93,0.9534263959390864,45.92886809528175,0.0001,0.9304568532154645,45.896713485330494
94,94,0.948984771573604,45.743275521370364,0.0001,0.9345177658923386,45.68233002406087
95,95,0.9482233502538072,45.555799370005644,0.0001,0.9284263958785741,45.496478042989814
96,96,0.9549492385786802,45.3510382211753,0.0001,0.9263959394493684,45.31781461686652
97,97,0.9538071065989848,45.163076425929965,0.0001,0.9335025384946524,45.125144098736904
98,98,0.9558375634517766,44.96789762235536,0.0001,0.9335025374659428,44.922163398858864
99,99,0.958502538071066,44.77627929455132,0.0001,0.9365482227451304,44.73199239817972
100,100,0.9554568527918782,44.59606807728104,0.0001,0.9274111673916656,44.56291200666863
101,101,0.9484771573604059,44.4266591609432,0.0001,0.9390862943557312,44.357876532695016
102,102,0.9548223350253808,44.22449046101062,0.0001,0.9238578683833786,44.21079770393178
103,103,0.9619289340101524,44.02928536507079,0.0001,0.9324873090395468,43.995682595344974
104,104,0.9586294416243656,43.84704759084635,0.0001,0.9355329943792468,43.81591956046632
105,105,0.9563451776649746,43.6721901443404,0.0001,0.8934010155309879,43.74930860645275
106,106,0.9560913705583756,43.48974853360713,0.0001,0.9375634517161374,43.45048619381667
107,107,0.95,43.32681565647803,0.0001,0.9248730963256758,43.292166563702104
108,108,0.9553299492385788,43.13566647834584,0.0001,0.9269035531784676,43.1053366220542
109,109,0.9568527918781726,42.956159632339094,0.0001,0.9233502541701806,42.941861964966435
110,110,0.9536802030456852,42.79099030857764,0.0001,0.9269035526943692,42.75766723168078
111,111,0.951015228426396,42.60874669031443,0.0001,0.920304568406894,42.60390701293945
112,112,0.9512690355329948,42.43116282351731,0.0001,0.9248730968702868,42.42087065023819
113,113,0.9576142131979696,42.25010863947989,0.0001,0.9284263958180616,42.226759466180944
114,114,0.956472081218274,42.07843071022615,0.0001,0.9182741115541022,42.0912072777143
115,115,0.95520306,41.909713690898144,0.0001,0.9406091570854188,41.86438944860159
116,116,0.9591371,41.726338943249075,0.0001,0.92436546087265,41.72308375557062
117,117,0.9568528000000001,41.56214232856247,0.0001,0.9375634789466858,41.526479951500285
118,118,0.95786804,41.38750477127618,0.0001,0.9274111390113832,41.382320756476545
119,119,0.9574872999999999,41.22561927446859,0.0001,0.9192893505096436,41.25913697838178
120,120,0.9588832,41.05211194808108,0.0001,0.8994923830032349,41.11765537939701
121,121,0.95824873,40.88601592010653,0.0001,0.8994923830032349,40.9803117471298
122,122,0.96218276,40.71340291754243,0.0001,0.9203045964241028,40.733626184608724
123,123,0.95076144,40.56545230071557,0.0001,0.8776649832725525,40.71594290563903
124,124,0.9543146999999998,40.39794252269764,0.0001,0.9335025548934937,40.3705191132986
125,125,0.9573603999999999,40.228872711646375,0.0001,0.9152284264564514,40.25761142091703
126,126,0.9587563,40.06471334157256,0.0001,0.934517741203308,40.04494360134687
127,127,0.9576142,39.89944528492574,0.0001,0.9187816977500916,39.90816612824571
128,128,0.95329946,39.74335034752861,0.0001,0.9233502745628356,39.757902948989475
129,129,0.9450508,39.60505637928919,0.0001,0.9375634789466858,39.550352749122574
130,130,0.96294415,39.41162435851121,0.0001,0.9360405802726746,39.386770997797775
131,131,0.9590101000000001,39.2578923530385,0.0001,0.9304568767547609,39.247877254582896
132,132,0.95545685,39.11403423638513,0.0001,0.8878172636032104,39.21050805028925
133,133,0.96294415,38.93859608064448,0.0001,0.9294416308403016,38.94486544458999
134,134,0.9595178,38.78327790855757,0.0001,0.9162436723709106,38.82203032982531
135,135,0.960533,38.62484019710328,0.0001,0.9269035458564758,38.62893064082576
136,136,0.96243656,38.46757050335104,0.0001,0.9289340376853944,38.479443591742346
137,137,0.95812184,38.32272332670725,0.0001,0.9203045964241028,38.352536754317704
138,138,0.9571065999999999,38.1785310464462,0.0001,0.9258882999420166,38.16801560687535
139,139,0.96307105,38.006191187824705,0.0001,0.92081218957901,38.058362652928686
140,140,0.9597716000000001,37.86067972328457,0.0001,0.9370558261871338,37.839284790348884
141,141,0.96510154,37.70113771312732,0.0001,0.930964469909668,37.69962554776729
142,142,0.96522844,37.548943673535646,0.0001,0.9162436723709106,37.586769502901184
143,143,0.9616751,37.408928246667536,0.0001,0.9253807067871094,37.409350148312335
144,144,0.964467,37.25811470147922,0.0001,0.9218274354934692,37.30718980198584
145,145,0.9611675,37.11368142917072,0.0001,0.9421319961547852,37.095086515010316
146,146,0.96294415,36.96526386241622,0.0001,0.941116750240326,36.94386528905879
147,147,0.9597716000000001,36.82298238531587,0.0001,0.9121827483177184,36.86837687613395
148,148,0.95824873,36.679430958704295,0.0001,0.9314720630645752,36.67574749864298
149,149,0.9640863000000002,36.524045307140064,0.0001,0.9101522564888,36.58758525170651
150,150,0.96015227,36.387057979215825,0.0001,0.9152284264564514,36.43435370740551
151,151,0.96294415,36.236655948851926,0.0001,0.9294416308403016,36.243841707645934
152,152,0.96256346,36.09873640960849,0.0001,0.9294416308403016,36.11275397750932
153,153,0.96941626,35.94556347222497,0.0001,0.8573604226112366,36.22014972667404
154,154,0.95571065,35.8282645908104,0.0001,0.9218274354934692,35.835206859607986
155,155,0.96256346,35.67494485922877,0.0001,0.9355329871177672,35.669304664727996
156,156,0.9609136999999999,35.53646962896821,0.0001,0.93502539396286,35.527821497263645
157,157,0.9616751,35.39406384695605,0.0001,0.9304568767547609,35.410161296244205
158,158,0.9666244,35.24676436216093,0.0001,0.9340101480484008,35.25377354500863
159,159,0.9662437,35.11264327383284,0.0001,0.93502539396286,35.11161782124321
160,160,0.96205586,34.97670575834168,0.0001,0.9162436723709106,35.029321316172016
161,161,0.96015227,34.85519448682136,0.0001,0.9314720630645752,34.84592540373052
162,162,0.9616751,34.707736934139035,0.0001,0.9324873089790344,34.72076164671612
163,163,0.961802,34.577413165871874,0.0001,0.9329949021339417,34.58578148856381
164,164,0.9642132,34.434768874270056,0.0001,0.9365482330322266,34.43140249494369
165,165,0.96307105,34.303525214025825,0.0001,0.9335025548934937,34.31727790251601
166,166,0.96560913,34.165878605721566,0.0001,0.9294416308403016,34.178486854049765
167,167,0.964467,34.03547461262814,0.0001,0.9177665114402772,34.10438345120038
168,168,0.9647208,33.90119293909993,0.0001,0.9228426218032836,33.950360564410985
169,169,0.9576142,33.792775885102714,0.0001,0.9365482330322266,33.77398127831784
170,170,0.96205586,33.64445960340161,0.0001,0.9071065783500672,33.72117832396841
171,171,0.96243656,33.51915265001016,0.0001,0.9390863180160522,33.50879571207889
172,172,0.96560913,33.383147686023996,0.0001,0.9360405802726746,33.391170555928035
173,173,0.9642132,33.25611714009706,0.0001,0.9335025548934937,33.272762774937036
174,174,0.96332484,33.13028358033465,0.0001,0.93502539396286,33.132008783950425
175,175,0.96738577,32.99980534200136,0.0001,0.9406091570854188,32.99557895563581
176,176,0.9666244,32.86858225401283,0.0001,0.9329949021339417,32.900055706198444
177,177,0.96928936,32.7388558867014,0.0001,0.9385786652565002,32.756137464494266
178,178,0.96218276,32.6253891688313,0.0001,0.9289340376853944,32.646399568664236
179,179,0.96928936,32.487190060688164,0.0001,0.9233502745628356,32.5355201527552
180,180,0.9634518,32.37436002160087,0.0001,0.9335025548934937,32.387502087433326
181,181,0.96763957,32.245188745024244,0.0001,0.9233502745628356,32.282374657955266
182,182,0.96319795,32.12798978737768,0.0001,0.9253807067871094,32.168702473132136
183,183,0.96954316,31.996047171965472,0.0001,0.9055837392807008,32.09265928704121
184,184,0.96243656,31.889653944606103,0.0001,0.9269035458564758,31.92013060284145
185,185,0.9709390999999999,31.754826260097136,0.0001,0.9294416308403016,31.781470111905016
186,186,0.9588832,31.650428864919597,0.0001,0.9213197827339172,31.702225012222524
187,187,0.95050764,31.552142668980636,0.0001,0.93502539396286,31.54224458684776
188,188,0.9634518,31.40783146698463,0.0001,0.92436546087265,31.443960604207767
189,189,0.9659898000000001,31.279495791130262,0.0001,0.9263959527015686,31.32288952551517
190,190,0.9659898000000001,31.162876260825218,0.0001,0.9299492239952089,31.196759559902443
191,191,0.9664975,31.0449879041178,0.0001,0.9258882999420166,31.090340696615616
192,192,0.96510154,30.92631965095017,0.0001,0.9147208333015442,30.995064728635217
193,193,0.96294415,30.821720460223666,0.0001,0.9319797158241272,30.827083949752264
194,194,0.9642132,30.692765868133698,0.0001,0.9233502745628356,30.754589923142177
195,195,0.96522844,30.582238426789413,0.0001,0.944670021533966,30.58568342373456
196,196,0.9663706,30.462912585650606,0.0001,0.93502539396286,30.488555774591898
197,197,0.96992385,30.34400717643312,0.0001,0.93502539396286,30.37286007876323
198,198,0.9678934000000001,30.23402618369475,0.0001,0.9365482330322266,30.251555846548317
199,199,0.96256346,30.129044800966525,0.0001,0.9360405802726746,30.13638505112701
200,200,0.9663706,30.01105671025775,0.0001,0.9319797158241272,30.03422512306175
201,201,0.97005075,29.894921642632646,0.0001,0.9319797158241272,29.926964886660503
202,202,0.9614212999999999,29.79473119435577,0.0001,0.9299492239952089,29.826999422257323
203,203,0.96281725,29.685189685724712,0.0001,0.93502539396286,29.69405795257104
204,204,0.96027917,29.578722261535333,0.0001,0.9390863180160522,29.57387438159304
205,205,0.9677665000000001,29.455118030218912,0.0001,0.938071072101593,29.488631514728368
206,206,0.9668781999999999,29.344426725358527,0.0001,0.9370558261871338,29.36531237490891
207,207,0.9678934000000001,29.23434383566609,0.0001,0.9152284264564514,29.313770108295568
208,208,0.95520306,29.158133184365212,0.0001,0.9294416308403016,29.17274341486432
209,209,0.9670051,29.01901147329263,0.0001,0.9370558261871338,29.03556812112101
210,210,0.9586294,28.92806341684409,0.0001,0.9060913920402528,29.048608770225247
211,211,0.9661166999999999,28.811162822742748,0.0001,0.9324873089790344,28.83646395726857
212,212,0.9744924,28.688161757028645,0.0001,0.941116750240326,28.71235882909165
213,213,0.9705584,28.58939342014681,0.0001,0.9365482330322266,28.623480193627067
214,214,0.96992385,28.48014504873208,0.0001,0.9299492239952089,28.532755120756658
215,215,0.9678934000000001,28.38366661459057,0.0001,0.938071072101593,28.422857724107466
216,216,0.97017765,28.274914796703357,0.0001,0.930964469909668,28.33384392443043
217,217,0.9681472,28.172536023135113,0.0001,0.9289340376853944,28.225191453265662
